BG Word;RU Word;BG Count;RU Count
резерв;резерв;242000;2160000
резерва;запас;190000;2390000
резерва;резерв;190000;2160000
резервен;запасной;54300;1940000
резервен;резервный;54300;2400000
резервирам;зарезервировать;12200;488000
резервирам;оставаться;12200;2410000
резервирам;оставлять;12200;2750000
резервирам;резервировать;12200;192000
резервирано;сдержанно;11000;686000
резервираност;сдержанность;604;915000
резервни части;запчасти;354000;3080000
резервоар;водовместилище;58500;447
резервоар;водоем;58500;2700000
резервоар;резервуар;58500;1720000
резец;резец;2300;583000
резидент;резидент;12100;2130000
резиденция;резиденция;235000;2690000
резолюция;резолюция;549000;2610000
резон;толк;44400;3090000
резонанс;резонанс;47600;2210000
резонатор;резонатор;2170;456000
резонен;резонный;711;248000
резонирам;резонировать;69;33100
резоньор;резонер;114;49600
резоньорство;резонерство;68;18500
резултат;результат;2030000;12900000
резултат;счет;2030000;5980000
резултатен;результативный;21100;507000
резултати;выкладка;2670000;829000
резултативен;результативный;346;507000
резюме;резюме;334000;2700000
резюмирам;резюмировать;1900;118000
Рейкявик;Рейкьявик;18300;291000
Рейн;Рейн;42800;1300000
рейс;рейс;34900;2260000
река;река;1040000;3130000
реквием;реквием;41200;987000
реквизирам;реквизировать;92;22700
реквизиране;реквизиция;90;147000
реквизит;бутафория;15000;149000
реквизит;реквизит;15000;1920000
реквизитен;бутафорский;75;46400
реквизитор;бутафор;188;15900
реквизиция;реквизиция;229;147000
реклама;реклама;4770000;21900000
рекламация;рекламация;41400;536000
рекламен;рекламный;182000;2750000
рекламирам;рекламировать;12900;1330000
рекогносцирам;рекогносцировать;56;617
рекогносцировка;рекогносцировка;409;139000
реколта;урожай;118000;2410000
рекомендация;рекомендация;244;2340000
реконструирам;реконструировать;254;809000
реконструиране;реконструкция;991;2710000
реконструктивен;реконструктивный;84;12900
реконструкция;реконструкция;184000;2710000
рекорд;рекорд;431000;3110000
рекорден;рекордный;119000;1780000
рекорден;ударный;119000;1360000
рекордьор;рекордист;31200;1620
рекрут;рекрут;108;390000
ректификация;ректификация;902;106000
ректор;ректор;112000;2170000
ректорат;ректорат;34800;922000
релативен;релятивный;261;1330
релативизъм;релятивизм;518;192000
реле;реле;15500;1910000
релеф;рельеф;90300;2180000
релефен;рельефный;10400;271000
релефно;рельефно;12400;301000
релефност;рельефность;522;71800
религиозен;религиозный;93100;2750000
религиозност;религиозность;10100;587000
религия;вера;1840000;2950000
религия;религия;1840000;3280000
реликва;реликвия;11300;724000
релса;рельс;822;2360000
релсов;рельсовый;986;254000
ремарке;прицеп;33200;2440000
реми;ничья;34700;2000000
ремилитаризация;ремилитаризация;65;1960
реминисценция;реминисценция;5780;147000
ремонт;ремонт;990000;3050000
ремонтен;ремонтный;10100;587000
ремонтирам;отремонтировать;984;1420000
ремонтиране;ремонтирование;14700;1430
ремък;постромка;29000;1900
ремък;привязь;29000;269000
ремък;ремень;29000;2930000
ремък;супонь;29000;630
ремъче;поводок;244;834000
ремъче;ремешок;244;1100000
ремъчен;ременный;74;162000
ренде;рубанок;20100;834000
ренде;терка;20100;419000
рендосам;настрогать;123;18800
рендосам;обстрогать;123;1850
рендосам;острогать;123;829
рендосам;остругать;123;479
рендосам;подстрогать;123;1080
рендосвам;обстрагивать;258;554
рендосвам;строгать;258;51800
ренегат;ренегат;568;167000
ренегатство;ренегатство;178;16100
ренета;ранет;36800;34700
реноме;реноме;923;268000
рента;рента;28700;1100000
рентабилен;безубыточный;1880;39900
рентабилен;рентабельный;1880;98900
рентабилност;рентабельность;29800;2160000
рентген;рентген;12900;1540000
рентгенов;рентгеновский;11600;925000
рентгенограма;рентгенограмма;63;179000
рентгенография;рентгенография;689;303000
рентгенолог;рентгенолог;1130;126000
рентгенология;рентгенология;12000;935000
рентгеноскопия;просвечивание;301;72000
рентгеноскопия;рентгеноскопия;301;177000
рентгенотерапия;рентгенотерапия;128;26200
рентиер;рантье;473;600000
реорганизация;переформировка;25000;756
реорганизация;реорганизация;25000;2820000
реорганизирам;перестраивать;248;321000
реорганизирам;перестроить;248;509000
реорганизирам;переформировать;248;16200
реорганизирам;переформировывать;248;602
реорганизирам;реорганизовать;248;210000
реорганизирам;реорганизовывать;248;46000
реорганизиране;перестройка;663;3300000
реорганизиране;переформирование;663;98600
реорганизиране;реорганизация;663;2820000
реостат;реостат;836;63900
репарационен;репарационный;720;1270
репарация;репарация;639;113000
репатриация;репатриация;66;477000
репей;лопух;625;404000
репей;репей;625;126000
репей;репейник;625;122000
репертоар;репертуар;41700;2350000
репетирам;репетировать;932;202000
репетитор;репетитор;410;2030000
репетиционен;репетиционный;292;89400
репетиция;репетиция;34600;2080000
репичка;редис;4650;269000
репичка;редиска;4650;362000
реплика;реплика;122000;2220000
репорта;репортаж;1060;2930000
репортаж;репортаж;280000;2930000
репортьор;репортер;187;1980000
репресалии;репрессалии;95;25700
репресивен;репрессивный;932;173000
репресия;репрессия;10800;55600
реприз;штопка;123;38600
репродуктор;динамик;158;2360000
репродуктор;репродуктор;158;116000
репродукция;репродукция;21600;1650000
репсов;репсовый;767;700
рептили;рептилии;220;1210000
република;республика;1860000;7360000
републиканец;республиканец;10100;853000
републикански;республиканский;109000;2900000
репутация;репутация;252000;3100000
рескрипт;рескрипт;71;65100
реснат;бахромчатый;1070;12800
ресница;ресница;66;17800
реснички;реснички;1410;190000
ресор;рессора;16400;377000
ресорен;рессорный;566;28300
ресори;рессорный;10400;28300
реставратор;реставратор;506;606000
реставрация;реставрация;114000;2940000
реставрирам;восстанавливать;1200;1960000
реставрирам;восстановить;1200;2360000
реставрирам;реставрировать;1200;160000
реставриране;реставрация;15200;2940000
ресто;сдача;15600;2490000
ресторант;ресторан;870000;3880000
ресурси;ресурсы;1880000;9960000
ретина;ретина;1820;13900
ретина;сетчатка;1820;682000
реторта;реторта;215;78800
ретроград;ретроград;174;56700
ретрограден;ретроградный;1510;50200
ретроспективен;ретроспективный;694;234000
ретуш;ретушевка;37200;119
ретуш;ретушь;37200;405000
ретуширам;заретушировать;168;11200
ретуширам;отретушировать;168;994
ретуширам;ретушировать;168;30600
ретуширане;ретушевка;917;119
ретуширане;ретуширование;917;138000
рефер;судья;28600;2610000
реферат;реферат;81400;2590000
референдум;плебисцит;257000;102000
референдум;референдум;257000;2430000
референт;референт;701;961000
референция;референция;61200;182000
реферирам;реферировать;221;942
реферирам;судить;221;2350000
рефериране;судейство;1290;879000
рефлекс;рефлекс;33100;1790000
рефлексен;рефлективный;576;25600
рефлексен;рефлекторный;576;152000
рефлексивен;рефлективный;270;25600
рефлексивен;рефлекторный;270;152000
рефлексия;рефлексия;14600;991000
рефлектор;отражатель;871;339000
рефлектор;рефлектор;871;607000
реформа;реформа;725000;2890000
реформатор;реформатор;10700;841000
реформаторски;реформаторский;743;95300
реформация;реформация;673;490000
реформизъм;реформизм;255;72200
реформирам;реформировать;195;854000
реформист;реформист;584;58800
рефрактор;рефрактор;701;219000
рефракция;рефракция;750;177000
рефрен;рефрен;11900;197000
рецензент;рецензент;963;1260000
рецензирам;прорецензировать;169;1680
рецензирам;рецензировать;169;130000
рецензия;рецензия;60400;3090000
рецепта;рецепт;516000;2720000
рецептура;рецептура;817;664000
рецидив;рецидив;17800;1010000
рецидивист;рецидивист;9680;387000
рецитирам;декламировать;1030;82900
реч;речь;350000;3240000
реч;слово;350000;10100000
реч;язык;350000;8160000
речен;речной;48300;2600000
речитатив;речитатив;1120;170000
речник;глоссарий;1490000;2390000
речник;лексикон;1490000;1090000
речник;словарь;1490000;7050000
речников;словарный;720;869000
речовит;речистый;158;17200
реша;задумать;104000;52800
реша;порешить;104000;35300
реша;разрешить;104000;2910000
реша;рассудить;104000;141000
реша;чесать;104000;273000
решавам;вершить;50000;268000
решавам;задумывать;50000;18900
решавам;разрешать;50000;1270000
решавам;решать;50000;2720000
решаване;разрешение;638000;3340000
решаване;решение;638000;11000000
решаващ;решающий;135000;2210000
решение;вердикт;2510000;1930000
решение;постановление;2510000;2370000
решение;решение;2510000;11000000
решетка;колосник;67200;44400
решетка;переплет;67200;4590000
решетка;решетка;67200;2300000
решето;решето;643;449000
решетъчен;решетчатый;1310;133000
реши;разрешить;1070000;2910000
решимост;решимость;49500;1950000
решителен;боевой;57700;2280000
решителен;бойкий;57700;193000
решителен;дерзновенный;57700;27900
решителен;решающий;57700;2210000
решителен;решительный;57700;1920000
решителен;ухарский;57700;1790
решително;бойко;111000;2030000
решително;накрепко;111000;322000
решително;наотрез;111000;607000
решително;отважно;111000;295000
решително;решительно;111000;2670000
решителност;дерзновение;55300;153000
решителност;решительность;55300;783000
решителност;ухарство;55300;700
риба;прасол;559000;18100
риба;рыба;559000;2820000
рибар;ловец;41700;413000
рибар;рыбак;41700;2700000
рибар;рыбник;41700;33900
рибар;рыболов;41700;1430000
рибар;цапля;41700;356000
рибарка;рыбачка;2010;109000
рибарник;садок;782;195000
рибарски;рыбацкий;64400;471000
рибарски;рыбачий;64400;98100
рибарство;рыболовство;42400;2020000
рибен;рыбий;37500;530000
рибен;рыбный;37500;2060000
рибена чорба;уха;762;2540000
рибешки;рыбий;760;530000
риби;привада;391000;43300
рибица;вырезка;550;714000
рибица;филе;550;920000
рибник;садок;1420;195000
рибовъден;рыбоводческий;103;622
рибовъдство;рыбоводство;42200;585000
риболов;рыбалка;1060000;3010000
риболов;рыболовство;1060000;2020000
риболовен;рыболовецкий;110000;388000
риболовен;рыболовный;110000;787000
риболовец;ловец;32300;413000
риболовец;рыболов;32300;1430000
риболовство;рыболовство;811;2020000
Рига;Рига;54600;2330000
ригоризъм;ригоризм;128;33000
рид;кряж;43100;199000
рид;пригорок;43100;371000
рид;холм;43100;3040000
ридаене;рыдание;101;502000
ридая;рыдать;1250;409000
риза;рубашка;102000;3000000
ризница;кираса;20300;77100
ризница;кольчуга;20300;461000
ризница;латы;20300;418000
ризница;панцирь;20300;688000
рикошет;рикошет;9550;194000
рикша;рикша;1380;112000
Рила;Рила;469000;107000
Рим;Рим;996000;2570000
рима;рифма;20700;1830000
римски;римский;117000;2920000
римувам;зарифмовать;1210;16900
римувам;рифмовать;1210;57600
римуван;рифмованный;297;38700
римуване;рифмовка;693;78200
рипс;репс;793;25100
рипсен;рубчатый;109;13200
риск;риск;628000;3010000
рискован;рискованный;10500;611000
рискувам;рискнуть;31000;761000
рискувам;рисковать;31000;1940000
рисов;рысий;192;1910
рисувам;зарисовывать;93500;18200
рисувам;писать;93500;3040000
рисувам;прорисовать;93500;28400
рисувам;рисовать;93500;2410000
рисуван;писаный;776;92700
рисуване;зарисовка;183000;315000
рисуване;рисование;183000;2410000
рисувателен;рисовальный;228;984
рисувач;рисовальщик;809;194000
рисунка;начертание;119000;436000
рисунка;рисунок;119000;2900000
рисунка;узор;119000;2300000
рисунки;разводы;314000;988000
ритам;брыкать;917;1960
ритам;брыкаться;917;52900
ритам;взбрыкивать;917;825
ритам;лягать;917;14400
ритам;лягаться;917;18700
ритам;отдавать;917;2850000
ритам;пинать;917;386000
ритане;отдача;718;2380000
ритмика;ритмика;2150;326000
ритмичен;мерный;2260;491000
ритмичен;ритмический;2260;159000
ритмичен;ритмичный;2260;90500
ритмически;ритмический;332;159000
ритмично;мерно;23900;399000
ритмично;ритмично;23900;330000
ритмично;такт;23900;2060000
ритмичност;мерность;501;90600
ритмичност;ритмичность;501;153000
ритна;брыкнуть;14400;1030
ритна;брыкнуться;14400;566
ритна;взбрыкнуть;14400;11900
ритна;лягнуть;14400;44200
ритна;отдать;14400;2380000
ритна;пнуть;14400;210000
ритник;пинок;22300;768000
ритор;ритор;519;108000
риторика;риторика;15600;2320000
риторичен;риторический;12400;834000
риторичен;риторичный;12400;482
ритуал;ритуал;182000;2360000
ритуален;ритуальный;9510;547000
ритъм;ритм;203000;2560000
риф;риф;17800;1830000
рицар;рыцарь;61300;3040000
рицарски;рыцарский;17800;742000
рицарство;рыцарство;1820;270000
рицин;клещевина;830;51700
рия;рыть;53700;416000
роб;невольник;113000;237000
роб;раб;113000;2240000
роб;холоп;113000;379000
роба;капот;18100;2130000
робиня;раба;17800;2790000
робиня;рабыня;17800;741000
робия;кабала;1220;318000
робовладелец;рабовладелец;545;225000
робовладелски;рабовладельческий;617;155000
робовладелчески;рабовладельческий;183;155000
робот;робот;82300;2760000
робски;кабальный;18400;28600
робски;подневольный;18400;101000
робски;рабски;18400;84400
робски;рабский;18400;562000
робство;кабала;153000;318000
робство;невольничество;153000;1550
робство;рабство;153000;2140000
робство;холопство;153000;44300
ров;промоина;20500;64600
ров;ров;20500;1690000
ровене;рытье;25700;241000
ровина;рытвина;208;62300
ровя;копать;36000;1030000
ровя;рыть;36000;416000
ровя;рыться;36000;321000
ровя;шарить;36000;223000
рог;лапа;90900;2520000
рог;рожок;90900;332000
рогат;рогатый;25000;1490000
рогач;рогач;1970;47400
рогов;роговой;509;256000
роговица;роговица;3840;286000
рогозка;рогожа;1260;75200
рогозка;циновка;1260;234000
рогоносец;рогоносец;1160;70700
рогче;рожок;1890;332000
род;род;736000;3370000
рода;родня;427000;1220000
роден;прирожденный;1100000;388000
роден;родимый;1100000;224000
роден;родной;1100000;2800000
роден;уроженец;1100000;1040000
роден език;родной язык;667000;2520000
родена;уроженка;241000;296000
родилен;родильный;944;541000
родилка;родильница;22900;32900
родилка;роженица;22900;462000
родина;родина;276000;3040000
родители;родители;2110000;3380000
родителски;родительский;104000;1850000
роднина;родич;96900;274000
роднина;родственник;96900;2380000
роднина;родственница;96900;662000
роднини;близкие;385000;2880000
роднински;родственный;18300;576000
роднинство;родство;1640;2080000
родов;родовой;802;1190000
рододендрон;рододендрон;503;155000
родоначалник;пращур;14700;144000
родоначалник;предок;14700;1060000
родоначалник;родоначальник;14700;873000
Родопи;Родопы;284000;43200
родословен;генеалогический;714;446000
родословен;родословный;714;807
родословие;родословие;24500;98600
родословие;родословная;24500;1530000
родствен;родственный;804;576000
родство;родство;47400;2080000
родя;породить;44500;473000
родя;принести;44500;2980000
родя;разрешиться;44500;164000
родя;разродиться;44500;36800
родя;родить;44500;1640000
родя;уродить;44500;1160
роене;роение;1660;49900
рожба;детище;54200;1810000
рожба;порождение;54200;1030000
рожден ден;день рождения;1090000;3420000
рождение;рождение;67200;2440000
роза;искуривать;353000;415
роза;приодеться;353000;32700
роза;роза;353000;2370000
роза;розан;353000;35500
розариум;розарий;760;120000
розе;отдуваться;15100;100000
розетка;розетка;9740;2630000
розмарин;розмарин;22300;350000
розов;радужный;122000;1010000
розов;розовый;122000;3320000
розовея;розоветь;108;16800
рой;рой;66300;1990000
рокля;платье;120000;2440000
рококо;рококо;831;315000
ролки;бигуди;63400;358000
роля;роль;1280000;3310000
ром;ром;103000;2920000
роман;роман;597000;3740000
романизация;романизация;342;21300
романизиране;романизация;70;21300
романист;романист;893;339000
романистика;романистика;18100;844
романски;романский;13800;235000
романтизъм;романтизм;14600;968000
романтик;романтик;53000;2440000
романтика;романтика;332000;2650000
романтичен;романический;106000;575
романтичен;романтический;106000;1880000
романтичен;романтичный;106000;402000
романтичност;романтичность;650;111000
ромб;ромб;609;263000
ромбоид;ромбоид;164;918
ромбоиден;ромбоидальный;154;225
ромолене;лепет;659;406000
ромон;говор;553;651000
ромон;гомон;553;231000
ромоня;журчать;155;15700
Рона;Рона;84700;1790000
рондо;рондо;3300;402000
ронлив;рассыпчатый;1050;92200
ронлив;рыхлый;1050;369000
ронливост;рыхлость;114;52000
роня;крошить;628;74000
роня;сыпать;628;185000
ропот;ропот;10600;377000
роптаене;ропот;283;377000
роптаене;сетование;283;174000
роптая;роптать;890;144000
роптая;сетовать;890;200000
роса;роса;64400;1930000
росен;росистый;290000;761
рота;рота;57700;2190000
ротатор;ротатор;1690;209000
ротен;ротный;1430;156000
ротор;ротор;14500;965000
рохкав;рыхлый;806;369000
роша;ерошить;833;831
роша;трепать;833;166000
рошав;ворсистый;648;20100
рошав;косматый;648;99500
рошав;лохматый;648;341000
рошльо;растрепа;1700;10600
роя;роиться;2030;21400
рояване;роение;95;49900
рояк;рой;19000;1990000
роял;рояль;130000;1870000
роялист;роялист;210;48700
рубеола;краснуха;15500;426000
рубин;рубин;56400;2270000
рубинен;рубиновый;912;208000
рубинов;рубиновый;205;208000
рубла;рубль;865;2500000
рубрика;рубрика;1170000;4540000
ругателен;бранный;150;66600
ругателен;ругательный;150;197000
ругателство;брань;631;1440000
ругателство;ругательство;631;957000
ругатня;ругань;2250;1030000
ругая;крыть;3240;214000
ругая;лаяться;3240;20400
ругая;поносить;3240;239000
ругая;ругать;3240;945000
ругая;чертыхаться;3240;15500
руда;руда;21900;2210000
рудан;ворот;172;2870000
рудан;лебедка;172;1330000
руден;горный;336;2240000
руден;рудный;336;549000
рудник;копи;85800;685000
рудник;разработка;85800;12300000
рудник;рудник;85800;963000
рудник;шахта;85800;3150000
рудничар;горнорабочий;908;61500
рудничар;горняк;908;1350000
рудничар;рудокоп;908;87200
рудничар;шахтер;908;2440000
рудничен;рудниковый;344;952
рудничен;рудничный;344;83700
рудничен;шахтный;344;82600
рудничен;шахтовый;344;1540
руднична;клеть;218;177000
рудодобивен;горнодобывающий;1090;82900
рудодобивен;горнорудный;1090;84400
руина;руина;1160;53200
рукан;скобель;60;10300
рукна;зачастить;1100;1540
рукна;побежать;1100;165000
рукна;полить;1100;431000
рукна;политься;1100;594
рукна;хлынуть;1100;34000
рулетка;рулетка;33600;2530000
рулирам;подруливать;316;17100
рулирам;подрулить;316;820
руло;рулон;37200;1030000
румен;краснощекий;855000;42500
руменея;румяниться;65;666
руменина;краска;1850;3020000
руменина;румянец;1850;565000
румпел;румпель;136;60400
румънец;румын;20400;468000
Румъния;Румыния;1900000;2680000
румънка;румынка;2390;29300
румънски;румынский;656000;2190000
рунд;раунд;26600;2620000
рунически;рунический;2750;88300
руно;руно;11600;378000
рунтав;лохматый;947;341000
рунтав;мохнатый;947;258000
рупия;рупия;2090;359000
рупор;мегафон;1530;2190000
рупор;рупор;1530;1700000
рус;русый;52500;166000
русалка;байдарка;183000;1060000
русалка;русалка;183000;1240000
Русе;Русе;2680000;210000
русизъм;русизм;609;24400
русист;русист;65;31800
Русия;Россия;2320000;17500000
руски;российский;2040000;12200000
руски;русский;2040000;8800000
рускиня;русская;32500;5380000
руснак;русский;42200;8800000
русокос;блондин;1150;587000
русокос;русоволосый;1150;17600
русокоса;блондинка;595;2720000
рутений;рутений;163;153000
рутина;закоснелость;15800;1780
рутина;казенщина;15800;24900
рутина;косность;15800;231000
рутина;рутина;15800;729000
рутинен;косный;821;23700
рутинен;рутинный;821;205000
рухване;провал;530;3120000
рухна;рухнуть;36600;361000
ручей;поток;15500;3320000
ручей;ручей;15500;2100000
руша;рушить;657;260000
рушвет;взятка;23600;2970000
рушвет;подмазать;23600;22300
рушвет;подмазывать;23600;975
рушветчийство;взяточничество;625;889000
рушветчийство;лихоимство;625;57800
рушветчия;взяточник;260;218000
рушветчия;лихоимец;260;892
рушветчия;хапуга;260;26700
ръ;рожь;24400;1090000
ръб;бордюр;55000;1180000
ръб;кромка;55000;1520000
ръб;окантовка;55000;412000
ръб;рант;55000;102000
ръб;рубец;55000;601000
ръб;рубчик;55000;57700
ръб;шов;55000;2450000
ръгвам;пырять;286;561
ръгна;пырнуть;2480;22800
ръгна;ткнуть;2480;264000
ръж;рожь;21500;1090000
ръжда;ржа;29400;80200
ръжда;ржавчина;29400;873000
ръждив;ржавый;512;480000
ръждивост;ржавость;51;1220
ръждясал;заржавелый;833;2100
ръждясал;заржавленный;833;18600
ръждясал;ржавый;833;480000
ръждясам;заржаветь;194;24000
ръждясам;поржаветь;194;1280
ръждясам;проржаветь;194;687
ръждясвам;ржаветь;223;55900
ръжен;вертел;13700;823000
ръжен;кочерга;13700;253000
ръжен;ржаной;13700;516000
ръка;рука;1320000;3610000
ръкав;рукав;61400;2580000
ръкав;шланг;61400;2180000
ръкавица;перчатка;23400;668000
ръкавица;рукавица;23400;135000
ръководен;ведомый;131000;545000
ръководен;начальствующий;131000;79200
ръководен;руководящий;131000;1840000
ръководене;ведение;16800;2840000
ръководене;заведование;16800;110000
ръководене;руководство;16800;6750000
ръководене;управление;16800;10100000
ръководещ;ведущий;18200;2880000
ръководител;верховод;795000;23700
ръководител;кормчий;795000;185000
ръководител;руководитель;795000;7490000
ръководство;водительство;1420000;57400
ръководство;головка;1420000;3550000
ръководство;наставление;1420000;1400000
ръководство;руководство;1420000;6750000
ръководя;ведать;32600;204000
ръководя;верховодить;32600;26300
ръководя;воротить;32600;78300
ръководя;заведовать;32600;97200
ръководя;править;32600;3820000
ръководя;руководить;32600;2010000
ръководя;управлять;32600;2930000
ръкоделие;рукоделие;10100;2950000
ръкомахане;жестикуляция;1970;206000
ръкопашен;рукопашный;703;1180000
ръкопис;рукопись;36600;2760000
ръкописен;писаный;682;92700
ръкописен;рукописный;682;605000
ръкопляскам;аплодировать;1880;152000
ръкопляскам;рукоплескать;1880;33600
ръкопляскам;хлопать;1880;354000
ръкопляскане;рукоплескание;1820;573
ръкопляскания;аплодисменты;18200;1820000
ръкохватка;набалдашник;17700;108000
ръкохватка;рукоятка;17700;1830000
ръкохватка;рукоять;17700;633000
ръкувам се;здороваться за руку;412;522000
ръкуване;рукопожатие;9350;582000
ръмжа;ворчать;882;177000
ръмжа;рычать;882;127000
ръмжене;рычание;11500;292000
ръмжи;урчать;992;30600
ръми;дождить;2720;999
ръмя;моросить;188;30800
ръст;рост;819000;4150000
ръся;кропить;4000;17800
ръце;член;938000;6590000
ръчен;кустарный;85800;204000
ръчен;наручный;85800;88700
ръчен;ручной;85800;2620000
ръчица;ручка;530;3090000
ръчичка;ручка;186000;3090000
ръчка;рукоятка;12400;1830000
ръчка;рукоять;12400;633000
ръчка;ручка;12400;3090000
рядко;жидко;804000;168000
рядко;изредка;804000;2490000
рядко;редко;804000;3130000
рядкост;невидаль;67300;97800
рядкост;редкость;67300;2730000
рядък;жидкий;47000;2230000
рядък;негустой;47000;19700
рядък;редкий;47000;2800000
рядък;редкостный;47000;188000
рядък;уникальный;47000;2740000
рязане;пилка;149000;267000
рязвам;надрезать;144;63000
рязка;зарубина;30500;773000
рязка;зарубка;30500;72100
рязка;засечка;30500;94300
рязка;затес;30500;591
рязка;надрез;30500;239000
рязка;нарез;30500;12400
рязка;насечка;30500;194000
рязка;полоса;30500;2690000
рязка;полоска;30500;2370000
рязко;круто;310000;2550000
рязко;остро;310000;2720000
рязко;пронзительно;310000;541000
рязко;резко;310000;2810000
рязко;хлестко;310000;92900
рязкост;резкость;26700;1520000
рязък;броский;40200;80600
рязък;крутой;40200;3250000
рязък;острый;40200;2620000
рязък;резкий;40200;2430000
рязък;хлесткий;40200;42500
ряпа;редька;28700;511000
с голямо удоволствие;с большим удовольствием;249000;2780000
с други думи;другими словами;2090000;3340000
с други думи;или;2090000;20100000
с дължина пет метра;длиной в пять метров;62300;1720000
с една дума;словом;2550000;2900000
с изключение;за исключением;874000;2850000
с изключение;исключая;874000;1890000
с някаква цел;зачем-то;866000;1270000
с просто око;невооруженным глазом;143000;716000
с разрешение;с разрешения;1850000;3200000
с тегло три кила;весом в три кило;646;184000
с удоволствие бих посетил;бы;14600;12600000
с цел;с целью;2300000;9050000
саблен;сабельный;1640;53700
сабота;саботаж;1890;614000
саботирам;саботажничать;384;495
саботирам;саботировать;384;67300
саботьор;вредитель;463;288000
саботьор;саботажник;463;48500
сабя;сабля;61700;1090000
саван;покров;1850;2550000
саван;саван;1850;310000
савана;саванна;755;408000
савани;саванны;1390;225000
сага;сага;119000;2100000
саго;саго;525;40300
садене;посадка;522;2190000
садизъм;садизм;965;446000
садист;садист;724;515000
садистичен;садистский;1570;65400
садистки;садистский;150;65400
садя;садить;2630;98900
садя;сажать;2630;1280000
сажди;закоптиться;16500;1350
сажен;сажень;68;315000
сайвант;каретник;946;40900
сайвант;рига;946;2800000
сак;перемет;26300;23100
сак;сак;26300;200000
сак;сачок;26300;291000
сакат;убогий;863;715000
сакат;увечный;863;33600
сако;пиджак;24800;2020000
сакраментален;сакраментальный;119;103000
саксия;вазон;23500;170000
саксофон;саксофон;13500;808000
сал;паром;34300;2220000
сал;плот;34300;839000
салака;салака;175;76500
салам;колбаса;34300;2430000
саламандра;саламандра;150;306000
саламандър;саламандра;740;306000
салата;салат;228000;3580000
салатен;салатный;1500;94000
салатиера;салатник;1630;73000
салатиера;салатница;1630;61500
салаш;шалаш;961;455000
Салвадор;Сальвадор;107000;2590000
салицилов;салициловый;551;32500
салкъм;акация;445;482000
салник;сальник;141;522000
сало;сало;20000;2160000
салон;зал;420000;3480000
салон;салон;420000;3560000
салонен;салонный;2010;222000
салтомортале;сальто-мортале;268;33500
салфетка;салфетка;16900;2180000
салютирам;салют;70;2360000
салютирам;салютовать;70;14000
сам;один;2480000;17500000
сам;сам;2480000;11800000
самец;производитель;1380;4430000
самичък;один;23600;17500000
само;всего;2800000;14400000
само;единственно;2800000;2520000
само;исключительно;2800000;2940000
само;лишь;2800000;7300000
само;один;2800000;17500000
само;разве;2800000;3110000
само;только;2800000;17000000
само щом;только лишь;952000;3340000
саможив;дикий;1030;3320000
саможив;нелюдимый;1030;43400
саможив;необщительный;1030;22500
саможивец;бирюк;223;125000
саможивец;нелюдим;223;52100
саможивост;дикость;100;662000
самозапазване;самосохранение;109;809000
самоиздръжка;хозрасчет;584;205000
Самоков;Самоков;1050000;26600
самолет;аэроплан;525000;341000
самолет;самолет;525000;6070000
самолетоносач;авианосец;610;1150000
самоотвержен;беззаветный;1560;15400
самоотвержен;самоотверженный;1560;270000
самоотвержено;беззаветно;10100;235000
самоотверженост;самоотверженность;2030;462000
самоотвод;самоотвод;1320;145000
самоотрицание;самоотречение;296;190000
самоотричане;самоотречение;1200;190000
самооценка;самооценка;44200;1570000
самопишещ;самопишущий;200;12600
самопожертвуване;самопожертвование;153;781000
самопознаване;самопознание;151;625000
самопомощ;самопомощь;29400;201000
самопроизволен;самопроизвольный;61;206000
самопроизволно;самопроизвольно;677;505000
саморазпадане;самораспад;81;1880
саморазправа;самосуд;20100;301000
самораслек;самосейка;65;629
самореклама;самореклама;3230;480000
самороден;самородный;1830;36500
самосвал;самосвал;19700;1300000
самостоятелен;самостоятельный;240000;2330000
самостоятелно;самостоятельно;402000;3070000
самостоятелност;самостоятельность;67100;2250000
самосъзнание;самосознание;65800;1830000
самосъхранение;самосохранение;21900;809000
самота;одиночество;168000;2440000
самотек;самотек;911;312000
самотен;бобыль;141000;70800
самотен;одинокий;141000;2390000
самотен;одиночный;141000;1410000
самотен;покинутый;141000;251000
самотен;уединенный;141000;376000
самотно;одиноко;47500;1580000
самотно;сиротливо;47500;166000
самотно;уединенно;47500;213000
самотност;одиночество;979;2440000
самоубиец;самоубийца;25000;957000
самоубийство;самоубийство;76000;2990000
самоуверен;заносчивый;16400;81500
самоуверен;самоуверенный;16400;287000
самоуверено;заносчиво;911;50000
самоуверено;самоуверенно;911;129000
самоувереност;самоуверенность;23100;623000
самоук;самоучка;863;446000
самоунижение;самоунижение;795;21000
самоуправление;самоуправление;251000;2490000
самоусъвършенствуване;самосовершенствование;179;1100000
самоусъвършенствуване;самоусовершенствование;179;64600
самоучител;самоучитель;74700;1920000
самохвален;хвастливый;93;40300
самохвалка;хвастунья;94;516
самохвалко;бахвал;557;11600
самохвалко;хвастун;557;98400
самохвално;хвастливо;1030;72000
самохвалство;бахвальство;545;92600
самохвалство;бравада;545;157000
самохвалство;похвальба;545;38000
самохвалство;самохвальство;545;10300
самохвалство;фанфаронство;545;10300
самохвалство;хвастливость;545;9540
самохвалство;хвастовство;545;221000
самоходен;самоходный;863;236000
самоцел;самоцель;25400;633000
самочувствие;самочувствие;302000;2090000
самочувство;самочувствие;106;2090000
самум;самум;84;36100
самун;буханка;3690;399000
