BG Word;RU word;BG Google Count;RU Google Count
русия;россия;1300000;8530000
руски;русский;1360000;5490000
ручей;ручей;13900;1470000
рушвет;взятка;19700;1360000
ръж;рожь;18400;754000
ръждясал;заржавленный;4350;24500
ръка;рука;978000;3060000
ръкавица;перчатка;25800;608000
ръководител;руководитель;493000;3820000
ръководство;руководство;1080000;5580000
ръкопис;рукопись;33100;1310000
ръст;рост;598000;2920000
ръчка;ручка;9230;2030000
рядко;изредка;566000;1700000
рядко;редко;566000;2070000
рядък;жидкий;34600;1330000
рядък;редкий;34600;1360000
рязък;резкий;30700;1370000
с;в;6200000;15200000
с;на;6200000;16200000
с;с;6200000;17000000
савана;саванна;21200;289000
салам;колбаса;25500;1490000
салата;салат;146000;1330000
салкъм;акация;517;404000
салон;зал;426000;2770000
салон;салон;426000;2340000
сам;сам;1330000;3840000
само;всего;1790000;7310000
само;лишь;1790000;2300000
само;только;1790000;9660000
самолет;самолет;297000;2820000
самолетоносач;авианосец;6390;627000
самоучител;самоучитель;66800;1260000
санаториум;здравница;18200;710000
санаториум;санаторий;18200;1470000
сандвич;бутерброд;47100;1280000
сандък;ящик;14000;2150000
санитар;санитар;644;1020000
санитария;санитария;11200;450000
санкция;санкция;105000;711000
сантиметър;сантиметр;28400;925000
сапун;мыло;71200;1490000
сближа;сблизить;1640;180000
сблъсквам;сталкивать;11600;77200
сбогувам;простить;575;1420000
сбор;итог;94500;2060000
сборник;сборник;193000;2320000
сбъркам;ошибиться;728;1280000
сбърквам;ошибать;1200;1520
сваля;достать;218000;1450000
свалям;доставать;73400;839000
сваря;вскипятить;538;210000
сваря;сварить;538;689000
сваря;сготовить;538;29000
сварявам;вскипятить;2270;210000
сведение;сведение;61300;795000
свеж;свежий;108000;1960000
свеж;чистый;108000;1840000
свекър;свекор;630;179000
свекърва;свекровь;27800;754000
светвам;сетить;1650;1410
светлина;свет;609000;2430000
светлосин;голубой;841;1770000
световен;всемирный;765000;1620000
световен;мировой;765000;3560000
светофар;светофор;26000;1200000
светъл;светлый;76600;1360000
светя;сетить;593;1410
свидетелство;сертификат;202000;2040000
свиквам;привыкать;10800;1040000
свинско;свинина;96300;1330000
свобода;свобода;846000;2530000
свободен;свободный;706000;2210000
свод;арка;21800;1450000
своевременен;своевременен;22400;41400
свой;свой;971000;10700000
свойство;свойство;43300;2330000
свържа;связать;66400;1560000
свърна;завернуть;1480;465000
свърша;кончить;44100;470000
свърша;окончить;44100;379000
свършвам;кончать;9240;903000
свършване;завершение;12100;1840000
свършване;окончание;12100;1830000
свършек;завершение;960;1840000
свършек;окончание;960;1830000
свят;мир;1290000;9080000
свят;свет;1290000;2430000
сготвя;сварить;11500;689000
сготвя;сготовить;11500;29000
сграда;здание;916000;4740000
сгреша;ошибиться;912;1280000
сгрявам;обогревать;1030;69100
сделка;сделка;352000;1810000
себе;себя;1290000;4210000
себестойност;себестоимость;37900;1610000
север;север;245000;2030000
северен;северный;88900;2000000
северозапад;северо-запад;47200;1680000
североизток;северо-восток;43700;1050000
сега;сейчас;2510000;4040000
сега;теперь;2510000;2760000
сегмент;сегмент;76100;1780000
седалка;сиденье;72700;1360000
седмица;неделя;1510000;4480000
седмичен;еженедельный;132000;1240000
седмичен;недельный;132000;1350000
седна;сесть;126000;1460000
седя;сидеть;65700;1500000
сезон;сезон;723000;2660000
секре;секрет;590;2230000
секретар;секретарь;551000;2170000
секунда;секунда;171000;1740000
селище;поселок;379000;2040000
село;деревня;1290000;2150000
село;село;1290000;1970000
селски;деревенский;278000;854000
селски;сельский;278000;1310000
селскостопански;сельскохозяйственный;232000;1290000
семеен;семейный;282000;1900000
семейство;семейство;1340000;1770000
семейство;семья;1340000;3210000
семестър;семестр;121000;1260000
сервитьор;официант;45300;1280000
сервитьорка;официантка;21300;786000
сериен;серийный;75800;1340000
сериозен;серьезный;370000;1930000
сертификат;сертификат;348000;2040000
сестра;сестра;285000;1850000
си;свой;3390000;10700000
сив;серый;136000;1740000
сигурен;уверенный;803000;1550000
сигурност;уверенность;1250000;1680000
силен;сильный;554000;2010000
син;синий;773000;1840000
син;сын;773000;1970000
синджир;цепь;9720;1630000
сирене;сыр;279000;1430000
система;система;1460000;7620000
сит;сытый;30300;541000
ситуация;ситуация;507000;4130000
сияние;ореол;57400;842000
сияние;сияние;57400;1690000
скала;скала;155000;1360000
скала;шкала;155000;1360000
скелет;каркас;28700;1380000
скин;лыжи;24300;2040000
скитам;шатать;10400;19200
скитосвам;шатать;316;19200
склад;склад;539000;2320000
склоня;убедить;17300;1340000
сключвам;заключать;2930;1280000
сключвам;заключить;2930;1300000
скоро;недавно;1330000;2270000
скоро;сейчас;1330000;4040000
скоро;скоро;1330000;2640000
скорост;скорость;773000;2720000
скулптура;скульптура;67900;1360000
скумрия;скумбрия;19500;174000
скучая;скучать;21300;1150000
скъп;дорогой;123000;1970000
скъпо;дорого;222000;1640000
слаб;слабый;387000;1530000
слабея;худеть;4070;768000
слабост;слабость;108000;1410000
слагам;ставить;143000;1780000
сладкарница;кондитерская;73900;997000
сладкиш;пирожное;44200;337000
сладкиши;печенье;101000;1370000
сладолед;мороженое;76600;1420000
сладък;сладкий;104000;1330000
слалом;слалом;34000;491000
сланина;сало;20700;1600000
след;вслед;1820000;1510000
след;после;1820000;7380000
след;потом;1820000;2670000
следващ;будущий;942000;2090000
следващ;следующий;942000;2300000
следен;следующий;835;2300000
следователно;следовательно;357000;1820000
слезна;сойти;536;1240000
слива;слива;40600;1260000
сложа;надевать;200000;885000
сложа;поставить;200000;2170000
сложен;сложный;161000;1850000
сложност;сложность;68500;2220000
служащ;служащий;364;1310000
служба;бюро;1060000;1740000
служебен;деловой;172000;1670000
случа;случить;594;14300
случаен;случайный;430000;2210000
случай;случай;1260000;5320000
случайно;случайно;609000;2030000
случва;бывать;641000;952000
случка;случай;363000;5320000
слушалки;наушники;352000;2090000
слушам;слушать;251000;2300000
слънце;солнце;617000;2550000
слънчев;солнечный;656000;1560000
сляза;сойти;18000;1240000
сляпа;тупик;42600;1360000
смалявам;занижать;13000;78100
смачкан;измятый;11800;45400
смес;смесь;132000;1730000
смет;мусор;93100;1560000
сметана;сметана;67900;1140000
сметка;расчет;1180000;2000000
сметка;смета;1180000;1300000
сметка;счет;1180000;5200000
смешен;смешной;87100;1340000
смея;смеять;140000;2740
смисъл;смысл;917000;2710000
смокиня;инжир;11000;341000
смърчов;еловый;42;119000
смятам;считать;796000;1900000
снаряд;снаряд;14300;1350000
снемам;снимать;1050;1610000
снижаване;снижение;27400;1790000
снимам;снимать;69700;1610000
снимам;фотографировать;69700;1160000
снимка;снимок;1610000;2030000
сняг;снег;264000;2200000
собственик;владелец;477000;2130000
собственик;собственник;477000;1540000
собственик;хозяин;477000;1920000
собственост;собственность;1240000;2380000
сок;сок;147000;1560000
сол;соль;245000;1540000
солен;соленый;9320;584000
сонда;зонд;52300;861000
сорт;вид;44200;8570000
сорт;сорт;44200;1500000
сос;соус;177000;1460000
софия;софия;3010000;1600000
сочен;сочный;20800;527000
соя;соя;23900;971000
спазаря;договорить;648;275000
спазарявам;договаривать;166;34700
спазвам;соблюдать;33000;1420000
спалня;спальня;215000;1490000
спектър;спектр;206000;2130000
спестовен;сберегательный;899;455000
спестя;накопить;30100;557000
спестя;сберечь;30100;736000
специален;специальный;767000;2520000
специалист;специалист;477000;3730000
специалност;специальность;456000;2300000
специфичен;специфический;121000;1320000
спечеля;выиграть;44000;1590000
спечеля;заработать;44000;1780000
спешен;спешный;43100;22100
спешен;срочный;43100;1510000
спирам;выключать;96500;525000
спирам;останавливать;96500;621000
спирам;прекращать;96500;782000
спирам;тормозить;96500;723000
спиране;остановка;306000;1610000
спирачка;тормоз;27900;1400000
спирка;остановка;196000;1610000
спирка;стоянка;196000;1430000
списание;журнал;1340000;4250000
списък;перечень;1570000;2270000
списък;список;1570000;2910000
спогодба;соглашение;122000;2460000
споделям;делить;134000;1390000
сполука;удача;13700;1990000
сполучлив;удачный;27000;1440000
спомена;упомянуть;238000;1310000
споменавам;упоминать;50800;718000
спомня;вспомнить;120000;1830000
спомням;вспоминать;285000;1710000
спонтанен;спонтанный;24000;477000
според;согласно;1480000;4010000
спорен;спорный;32000;932000
спорт;спорт;4310000;7370000
спортен;спортивный;380000;1840000
споря;спорить;45200;1440000
способ;путь;79200;6490000
способ;способ;79200;5640000
спра;выключить;147000;1430000
спра;прекратить;147000;1390000
спра;прервать;147000;1240000
справедлив;правый;65900;1550000
справедлив;справедливый;65900;1300000
справка;справка;686000;4340000
справочник;справочник;1420000;2370000
спри;стоп;134000;1530000
спя;спать;84300;1760000
сравнение;сравнение;888000;2150000
сравняване;сравнение;94300;2150000
срам;срам;234000;307000
срам;стыд;234000;1490000
сред;среди;1190000;3910000
среда;середина;1140000;1750000
среда;среда;1140000;7180000
средата;посередине;894000;1340000
среден;средний;630000;2860000
средство;средство;471000;4450000
среща;бывать;1510000;952000
среща;встреча;1510000;3980000
срещам;встречать;64600;1260000
срещна;встретить;458000;1520000
срещу;навстречу;1350000;1480000
срещу;напротив;1350000;1830000
срещу;под;1350000;7730000
срещу;против;1350000;6520000
срок;срок;1150000;4550000
срочен;срочный;26100;1510000
стабилен;стабильный;108000;1330000
става;сустав;1450000;1260000
ставам;вставать;104000;1240000
ставам;подходить;104000;1720000
ставам;соответствовать;104000;1370000
стана;встать;1240000;1360000
стана;подойти;1240000;1430000
стана;соответствовать;1240000;1370000
стандартен;стандартный;267000;2120000
стандартен;типовой;267000;1680000
станция;станция;344000;2680000
стар;древний;574000;1630000
стар;старый;574000;2510000
старая;старать;45200;3220
старши;старший;316000;1720000
статия;статья;1350000;7380000
стафиди;изюм;32500;1230000
стая;комната;1050000;2560000
стая;палата;1050000;1800000
стена;стена;344000;2440000
стенопис;стенопись;11200;25100
стенопис;фреска;11200;1130000
степен;степень;1080000;2800000
стеснявам;стеснять;785;118000
стигам;доезжать;28900;20000
стигна;дойти;302000;1420000
стигна;достичь;302000;1620000
стискам;жать;42400;570000
стоварвам;выгружать;624;139000
стоваря;выгрузить;917;186000
стой;стоп;78400;1530000
стойност;стоимость;1220000;5350000
стока;товар;329000;5730000
стол;стул;145000;1760000
столетие;век;75200;3990000
столетник;алое;791;444000
стомана;сталь;162000;1500000
стоматолог;стоматолог;37900;1250000
стомах;желудок;29300;1330000
стоп;стоп;284000;1530000
стопанин;владелец;49300;2130000
стопанство;хозяйство;1310000;3480000
стоплям;обогревать;2180;69100
стотен;сотый;5000;464000
стотинки;мелочь;145000;1770000
стотица;сотня;917;1380000
стоя;стоять;90300;1470000
страна;бок;1340000;1420000
страна;сторона;1340000;2830000
страна;страна;1340000;10900000
странен;странный;124000;1510000
страница;страница;1910000;8480000
страня;избегать;1440;1490000
стремеж;стремление;156000;1890000
стремя;стремить;34300;12400
стрес;стресс;175000;1390000
стрида;устрица;1110;446000
строен;стройный;25600;583000
строя;строить;44800;2020000
струвам;казать;825;91200
струвам;стоить;825;1450000
структура;структура;998000;4010000
стръмен;крутой;19300;1440000
студ;мороз;128000;1710000
студ;холод;128000;1460000
студен;холодный;112000;1530000
студент;студент;290000;2990000
стъкло;стекло;380000;2130000
стълб;столб;95200;1330000
стълба;лестница;88800;1810000
стълбище;лестница;30100;1810000
стъпка;шаг;794000;2170000
сума;итог;850000;2060000
сума;сумма;850000;2910000
супа;суп;99500;1340000
суров;сырой;85600;1450000
сусам;кунжут;16900;179000
сутрешен;утренний;26600;1650000
сутрин;утро;594000;2440000
сух;сухой;77900;1580000
суша;сушить;74200;412000
сушен;сушеный;644;284000
схема;схема;650000;3100000
счетоводител;бухгалтер;170000;1720000
счетоводство;бухгалтерия;1130000;2000000
счупя;сломать;12900;1220000
събера;накопить;43900;557000
събирам;взимать;45600;542000
събирам;собирать;45600;1410000
събитие;событие;879000;4660000
съблазън;соблазн;12800;1260000
съблюдавам;соблюдать;1750;1420000
съборя;сломать;1960;1220000
събудя;разбудить;23300;752000
събуждам;будить;27700;679000
съвет;совет;1170000;7000000
съветвам;советовать;50400;476000
съвещание;совещание;90900;1800000
съвкупност;совокупность;88000;1460000
съвместен;совместный;97800;1890000
съвпадение;совпадение;197000;1380000
съвременен;современный;184000;2950000
съвсем;вполне;1170000;2580000
съвсем;совсем;1170000;2290000
съгласие;согласие;1130000;2190000
съгласно;согласно;1190000;4010000
съгласуван;согласованный;32900;1140000
съглася;согласить;61900;37500
съглашение;сделка;19100;1810000
съглашение;соглашение;19100;2460000
съдба;судьба;360000;2020000
съдба;участь;360000;1340000
съдействие;содействие;425000;1980000
съдове;посуда;377000;1820000
съдържание;оглавление;1480000;1910000
съдържание;содержание;1480000;5430000
съдържание;содержимое;1480000;1960000
съжаление;жаль;963000;1810000
съжалявам;сожалеть;262000;374000
съжителство;сожительство;54400;207000
създавам;создавать;25300;2530000
съзнание;сознание;312000;1800000
съзнание;чувство;312000;2290000
съкращение;аббревиатура;73100;1120000
съм;бывать;1340000;952000
съм;быть;1340000;6940000
съм;лежать;1340000;1790000
съм;находить;1340000;1340000
съм;явить;1340000;262000
съм;являть;1340000;153000
съмнение;сомнение;409000;2070000
съмнявам;сомневать;137000;1940
сън;сон;447000;2390000
съобразно;согласно;368000;4010000
съобщавам;передавать;9410;1340000
съобщавам;сообщать;9410;1320000
съобщение;сообщение;1400000;2950000
съобщя;заявить;25000;1500000
съобщя;сообщить;25000;2560000
съоръжение;постройка;106000;1560000
съоръжение;сооружение;106000;1590000
съответен;соответствующий;65300;2120000
съответствам;соответствовать;508;1370000
съотношение;соотношение;150000;1890000
съпровождам;сопровождать;475;1170000
съпруг;муж;156000;2230000
съпруг;супруг;156000;1970000
съпруга;жена;307000;2160000
съпруга;супруга;307000;1970000
сървър;сервер;538000;2370000
сърдечен;сердечный;38600;1150000
сърце;сердце;637000;2580000
съсед;сосед;54800;1670000
съседен;соседний;13400;1340000
съставя;составить;153000;1680000
сътворение;сотворение;15100;825000
сътрудник;сотрудник;167000;3570000
сътруднича;сотрудничать;1400;1230000
съхраня;сохранить;719;2230000
съхранявам;беречь;651;1200000
съчета;сочетать;2090;1180000
съчетавам;сочетать;600;1180000
съществувам;существовать;17600;1410000
също;также;1450000;9350000
също;тоже;1450000;2600000
сядам;садить;23900;107000
сякаш;будто;504000;1990000
сянка;тень;188000;2100000
сяра;сера;30500;1050000
табела;вывеска;57000;1630000
табла;поднос;157000;993000
таблица;таблица;253000;2430000
табуретка;табуретка;859;777000
таван;потолок;129000;1610000
тайна;секрет;451000;2230000
така;итак;1690000;2050000
така;так;1690000;8810000
такъв;такой;1240000;6260000
талисман;амулет;40900;1180000
там;там;1300000;2380000
там;туда;1300000;2040000
тапа;пробка;31700;1520000
тапети;обои;206000;2590000
тарифа;тариф;228000;2540000
татко;папа;249000;1910000
твой;твой;382000;2480000
твърд;жесткий;1090000;1660000
твърд;твердый;1090000;1560000
твърде;очень;897000;3190000
твърде;слишком;897000;2260000
те;они;1700000;10500000
театър;театр;1120000;2460000
теглилка;весы;1910;1870000
тегло;вес;891000;3000000
тежа;весить;290000;342000
тежък;трудный;224000;1370000
тежък;тяжелый;224000;1590000
тезгях;прилавок;1810;929000
текст;текст;1530000;3310000
текущ;текущий;311000;2210000
телевизия;телевидение;1380000;2250000
телевизор;телевизор;334000;2480000
телефон;телефон;1210000;3710000
телефонен;телефонный;355000;1740000
телефонирам;звонить;489;1430000
телешко;телятина;82400;468000
тема;тема;2150000;8900000
тематика;тематика;376000;2290000
тенджера;кастрюля;41900;1170000
терапевт;терапевт;13700;1210000
терапия;терапия;198000;1560000
термин;термин;128000;2160000
термометър;градусник;32300;228000
тесен;тесный;91800;1350000
тесен;узкий;91800;1370000
тест;тест;871000;2810000
тесто;тесто;74900;1440000
тетрадка;тетрадка;65100;505000
тефтерче;блокнот;17400;1620000
техника;техника;1200000;3000000
технически;технический;1310000;2370000
технология;технология;588000;6440000
течен;жидкий;65000;1330000
течение;течение;307000;4950000
течност;жидкость;104000;1530000
ти;твой;1450000;2480000
ти;ты;1450000;2740000
тиган;сковорода;34500;912000
тиква;тыква;49800;924000
тиня;ил;12800;1480000
тип;тип;1260000;3420000
типичен;типичный;106000;1370000
типов;типовой;12100;1680000
тираж;тираж;151000;1640000
тирбушон;штопор;3090;484000
тире;тире;16400;549000
тих;тихий;152000;1550000
тихо;тихо;242000;1480000
тичам;бегать;61000;1580000
тичане;бег;21700;1590000
тичешком;бегом;837;1260000
тлъст;жирный;797;1410000
тлъстина;жир;1730;1350000
то;оно;2110000;8610000
тоалет;туалет;47000;1610000
тоалетна;туалет;305000;1610000
това;то;1910000;11800000
това-онова;кое-что;31600;1480000
товар;груз;112000;1800000
товарен;грузовой;76300;1280000
товароподемност;грузоподъемность;12700;1230000
товаря;грузить;12000;503000
тогава;тогда;1280000;2430000
тоест;или;396000;11100000
той;он;1590000;11500000
ток;ток;458000;1870000
токсичен;токсичный;19800;130000
толкова;столько;1270000;2320000
толкова;тем;1270000;5720000
тон;тонна;370000;1330000
топливо;топливо;17400;1680000
топлийка;булавка;1310;603000
топло;тепло;248000;2080000
топлоцентрала;теплоцентраль;911;37100
топля;греть;539;323000
топъл;горячий;148000;1730000
тост;тост;23500;1530000
точен;точный;227000;1610000
точка;точка;1200000;3110000
точно;именно;1280000;2470000
точно;точно;1280000;2100000
трагедия;трагедия;125000;1930000
традиционен;традиционный;110000;1840000
традиция;традиция;389000;2530000
трае;продолжать;126000;1640000
траен;прочный;91000;1680000
трайност;годность;25200;64300
трамвай;трамвай;50100;1330000
транспарант;штора;603;321000
транспорт;транспорт;1360000;2630000
трая;длить;22100;45400
трева;трава;149000;1590000
тревожа;беспокоить;15100;1180000
тренирам;тренировать;59000;677000
треска;лихорадка;112000;1310000
треска;треска;112000;504000
треска;щепка;112000;454000
три;трое;1840000;1480000
триетажен;трехэтажный;1150;352000
трикотаж;трикотаж;40200;1070000
трима;втроем;592000;1240000
трима;трое;592000;1480000
тримесечие;квартал;217000;2170000
триъгълник;треугольник;89900;1360000
тройно;втрое;33300;1310000
тролейбус;троллейбус;661;1370000
тропам;стучать;7660;865000
тротоар;тротуар;16900;1150000
троша;ломать;542;1320000
труден;трудный;315000;1370000
тръба;труба;97700;1840000
тръгвам;выезжать;84600;952000
тръгвам;идти;84600;1930000
тръгване;отправление;96400;1470000
тръгна;выехать;338000;1240000
тръгна;поехать;338000;1430000
трън;шип;279000;1120000
трябва;надо;1640000;2370000
трябва;нужно;1640000;2400000
трябва;требовать;1640000;1360000
туберкулоза;туберкулез;58400;1380000
тубичка;тюбик;5180;698000
туземец;абориген;5910;880000
тук;здесь;1660000;3790000
тук;сюда;1660000;2610000
тук;тут;1660000;2530000
тукашен;здешний;903;422000
тук-таме;кое-где;37800;1380000
тунел;туннель;56400;988000
туризъм;туризм;1800000;2850000
турист;турист;93100;1880000
туря;надевать;17100;885000
туря;поставить;17100;2170000
тухла;кирпич;159000;1420000
тухлен;кирпичный;13900;1180000
тъжен;безрадостный;119000;55200
тъй;итак;1230000;2050000
тъй;так;1230000;8810000
тъкан;материал;85900;11600000
тъкан;материя;85900;1650000
тъкан;ткань;85900;1950000
тъкмо;именно;400000;2470000
тъкмо;точно;400000;2100000
тъмен;темный;74600;1470000
тъмница;тюрьма;24400;2060000
тънък;тонкий;93500;1590000
тъп;тупой;115000;1340000
тъпан;барабан;18200;1820000
търговски;коммерческий;1090000;1940000
търгувам;торговать;6620;1260000
търпелив;терпеливый;21600;338000
търпение;терпение;207000;1410000
търсене;поиск;1900000;13900000
търсене;спрос;1900000;1870000
търся;искать;1070000;3770000
търя;отыскивать;950;317000
тъст;тесть;571;581000
тъща;тёща;18300;1270000
тюркоаз;бирюза;662;365000
тя;она;1810000;11000000
тягостен;тягостный;1930;65100
тяло;тело;782000;2120000
у;к;2760000;12800000
у;у;2760000;10800000
убедителен;убедительный;46400;597000
убедя;убедить;44300;1340000
убеждавам;уверять;34400;223000
убеждавам;уговаривать;34400;696000
убеждаване;убеждение;12800;1410000
уважаем;уважаемый;1290;1710000
уважение;уважение;313000;1670000
увелича;прибавить;13500;1190000
увеличавам;увеличивать;677;1570000
уверен;уверенный;99800;1550000
уверение;заверение;32600;825000
уверено;уверенно;58000;1450000
увереност;уверенность;376000;1680000
уверя;заверить;111000;872000
уверявам;уверять;68500;223000
увия;завернуть;3290;465000
увличане;увлечение;1110;2000000
увод;введение;94100;1840000
увод;вступление;94100;1650000
уговарям;уговаривать;2000;696000
уголемявам;увеличивать;472;1570000
угощавам;угостить;160;434000
удавник;утопленник;12200;166000
удавя;утонуть;10300;515000
ударение;ударение;31200;1020000
ударя;ударить;14600;1080000
удивен;удивленный;14800;449000
удивление;удивление;24200;1550000
удобен;удобный;320000;2240000
удовлетворя;удовлетворить;7850;1340000
удовлетворявам;удовлетворять;812;1270000
удоволствие;удовольствие;507000;2470000
удрям;бить;18200;1480000
уж;якобы;282000;1510000
ужиля;ужалить;235;49600
ужиля;укусить;235;262000
узнавам;узнавать;1000;1540000
узная;узнать;14500;2580000
узрял;спелый;866;194000
указание;указание;70700;2210000
указател;указатель;1400000;1670000
уклончив;уклончивый;9450;39900
укрепя;закрепить;1160;1430000
укрепя;укрепить;1160;1280000
улица;улица;443000;2590000
уличен;уличный;53900;1170000
ум;ум;227000;2310000
умен;умный;124000;1940000
умение;навык;128000;1220000
умение;умение;128000;1920000
уместен;уместный;977;95500
умея;уметь;20000;1350000
умивалник;умывальник;922;563000
умивам;умыть;271;72700
умислен;озабоченный;515;553000
умора;усталость;148000;1360000
уморен;усталый;59900;1090000
уморителен;утомительный;7180;113000
универсален;универсальный;152000;1840000
университет;университет;1180000;2850000
упорит;упорный;39200;771000
употреба;употребление;953000;1480000
употребя;затратить;679;443000
употребя;употребить;679;479000
употребявам;затратить;15400;443000
употребявам;употреблять;15400;1300000
управител;управляющий;484000;1550000
управление;руководство;1250000;5580000
управление;управление;1250000;7200000
управлявам;руководить;15100;1350000
управлявам;управлять;15100;1860000
управляване;руководство;11200;5580000
управляване;управление;11200;7200000
упълномощавам;уполномочить;995;76000
ураган;ураган;28500;1410000
ураган;шторм;28500;1560000
уредя;уладить;10800;466000
урна;урна;965;1040000
уровен;уровень;650;7790000
урок;урок;238000;2300000
уролог;уролог;782;1230000
усилвател;уселитель;59600;911
усилие;усилие;112000;2020000
ускоря;ускорить;2530;1320000
условен;условный;15200;1330000
условие;условие;494000;2670000
усложняване;осложнение;9720;1250000
услуга;услуга;1020000;2510000
усмивка;улыбка;301000;1810000
усмихвам;улыбаться;45300;1280000
усмотрение;усмотрение;34700;1300000
усойница;гадюка;3380;391000
успех;удача;992000;1990000
успех;успех;992000;2760000
успешен;удачный;222000;1440000
успешен;успешный;222000;1470000
устен;устный;41800;1150000
устна;губа;60100;1260000
устройвам;устраивать;852;1550000
усъвършенствам;усовершенствовать;4860;839000
утвърдя;утвердить;9390;1700000
утре;завтра;1020000;2570000
утрешен;завтрашний;7960;1340000
утринен;утренний;690;1650000
утро;утро;124000;2440000
ухапя;укусить;1200;262000
уча;обучать;145000;1270000
уча;учить;145000;1320000
участие;участие;1220000;6320000
участък;участок;121000;2250000
учебник;учебник;144000;1920000
учене;учеба;155000;1910000
учене;учение;155000;1550000
ученик;ученик;293000;1900000
ученик;школьник;293000;1800000
ученичка;ученица;57800;905000
ученичка;школьница;57800;720000
училище;школа;1570000;5880000
училищен;школьный;44000;1440000
учител;учитель;352000;2130000
учителка;учительница;68900;1340000
учредител;учредитель;14700;1480000
учреждение;учреждение;34200;1860000
учудване;удивление;56900;1550000
учуден;удивленный;37200;449000
учудя;удивить;11700;1150000
ущърб;ущерб;36300;1610000
уют;уют;176000;1360000
уютен;уютный;40600;1200000
фабрика;фабрика;211000;1860000
фаза;фаза;290000;1560000
факт;факт;675000;2910000
фактически;фактический;145000;1320000
фактор;фактор;507000;2420000
факултет;факультет;336000;2420000
фалшив;фальшивый;37800;706000
фамилия;фамилия;569000;1820000
фар;фара;278000;1390000
фармацевтичен;фармацевтический;21500;1180000
фас;окурок;12900;592000
фасул;бобы;40500;869000
фасул;фасоль;40500;857000
фауна;фауна;147000;1380000
фаянс;фаянс;135000;322000
фенер;фонарь;21900;1420000
феномен;феномен;120000;1330000
фермер;фермер;33800;1260000
фестивал;фестиваль;646000;2420000
фигура;фигура;299000;1970000
фиде;вермишель;78900;242000
физиономия;физиономия;36800;959000
физиотерапия;физиотерапия;28100;1120000
филиал;филиал;88700;2160000
филийка;ломтик;11800;990000
филм;пленка;1240000;1920000
филм;фильм;1240000;2860000
филм;фотопленка;1240000;730000
филмче;фотопленка;62700;730000
философия;философия;1310000;2280000
филтрирам;фильтровать;907;508000
филтър;фильтр;366000;2210000
финанси;финансы;1670000;7390000
финансиране;финансирование;854000;2100000
фирма;вывеска;1350000;1630000
фирма;фирма;1350000;3040000
фолклор;фольклор;796000;1290000
форма;форма;1380000;6580000
формат;формат;1150000;3380000
формулировка;формулировка;35500;1320000
формуляр;анкета;257000;2130000
фотографирам;снимать;529;1610000
фотографирам;фотографировать;529;1160000
фотография;снимок;1110000;2030000
фраза;фраза;172000;2240000
фрактура;перелом;33600;1440000
франзела;батон;544;575000
фреска;фреска;618;1130000
фризьор;парикмахер;44300;1220000
фундамент;фундамент;24200;1320000
функционирам;действовать;532;1570000
функционирам;функционировать;532;1140000
функция;функция;423000;3200000
фурма;финик;729;143000
фурма;хурма;729;178000
фурна;духовка;148000;1480000
фурна;хлебопекарня;148000;74100
фурнир;фанера;40400;1350000
фъстък;арахис;11400;372000
хазарт;азарт;57900;1270000
хайвер;икра;29700;1600000
хайманосвам;шатать;144;19200
халва;халва;12000;285000
халюцинация;галлюцинация;546;828000
хамбар;амбар;5480;323000
хамсия;анчоус;866;70000
хамсия;килька;866;247000
хангар;ангар;517;1090000
характер;характер;743000;2700000
характерен;характерный;79300;1380000
характеристика;характеристика;325000;2710000
харесвам;нравить;303000;20100
хартиен;бумажный;72300;1340000
хартия;бумага;548000;2640000
харча;тратить;11100;1550000
хваля;хвалить;16700;508000
хващам;брать;36900;1670000
хвърля;бросить;176000;1410000
хвърля;кинуть;176000;1050000
хектар;гектар;12700;1270000
хеликоптер;вертолет;49500;1370000
хеликоптер;геликоптер;49500;34300
херинга;сельдь;957;657000
херния;грыжа;20300;649000
хидравлика;гидравлика;44500;783000
хидротерапия;гидротерапия;1030;113000
химикал;авторучка;25900;483000
химикалка;авторучка;37400;483000
хипопотам;бегемот;9660;711000
хладилник;холодильник;175000;2010000
хлебарка;таракан;11000;1330000
хлебарница;булочная;913;247000
хлебопекарна;хлебопекарня;4900;74100
хляб;хлеб;447000;1670000
ход;походка;475000;1270000
ход;ход;475000;1850000
ход;ходьба;475000;1110000
ходя;ездить;215000;1440000
ходя;ходить;215000;1840000
хоран;люди;1470;4710000
хоран;народ;1470;3530000
хоризонтален;горизонтальный;39600;1150000
хотел;гостиница;1270000;2590000
храм;храм;237000;2030000
храна;еда;1290000;1880000
храна;питание;1290000;2970000
храна;пища;1290000;1800000
хранене;еда;1220000;1880000
хранене;питание;1220000;2970000
храносмилане;пищеварение;14700;1150000
храня;кормить;39400;1420000
храня;кушать;39400;1490000
храня;питать;39400;446000
храсталак;кустарник;2710;1260000
хребет;хребет;10600;1520000
хрема;насморк;27100;869000
хроничен;хронический;43100;1360000
хронически;хронический;1220;1360000
хубав;красивый;408000;1810000
хубав;хороший;408000;2480000
хубаво;хорошо;837000;2460000
художник;художник;282000;2420000
хумор;юмор;972000;2800000
хълбок;бок;548;1420000
хълм;холм;76300;1400000
хъркане;храп;11800;830000
царевица;кукуруза;92300;1330000
цаца;килька;11300;247000
цвекло;свекла;27400;1100000
цвете;цветок;208000;2320000
цветен;цветной;227000;1720000
цвят;цвет;853000;3300000
